report_date,location,location_type,data_field_code,value,Unnamed: 9,Unnamed: 10,ï»¿report_date
2016-04-30,El_Salvador-La_Libertad,department,SV0010,1017.0,,,
2016-04-30,El_Salvador-Cuscatlan,department,SV0010,517.0,,,
2016-04-30,El_Salvador-Chalatenango,department,SV0010,498.0,,,
2016-04-30,El_Salvador-Cabanas,department,SV0010,319.0,,,
2016-04-30,El_Salvador-Ahuachapan,department,SV0010,131.0,,,
2016-04-30,El_Salvador-La_Union,department,SV0010,38.0,,,
2016-05-07,El_Salvador,country,SV0010,6398.0,,,
2016-05-07,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-05-07,El_Salvador-Guatemala,department,SV0010,2.0,,,
2016-05-07,El_Salvador-Usulutan,department,SV0010,135.0,,,
2016-05-07,El_Salvador-Sonsonate,department,SV0010,75.0,,,
2016-05-07,El_Salvador-Santa_Ana,department,SV0010,537.0,,,
2016-05-07,El_Salvador-San_Vicente,department,SV0010,287.0,,,
2016-05-07,El_Salvador-San_Miguel,department,SV0010,135.0,,,
2016-05-07,El_Salvador-San_Salvador,department,SV0010,2405.0,,,
2016-05-07,El_Salvador-La_Union,department,SV0010,39.0,,,
2016-05-07,El_Salvador-La_Paz,department,SV0010,136.0,,,
2016-05-07,El_Salvador-La_Libertad,department,SV0010,1031.0,,,
2016-05-07,El_Salvador-Cuscatlan,department,SV0010,525.0,,,
2016-05-07,El_Salvador-Chalatenango,department,SV0010,512.0,,,
2016-05-07,El_Salvador-Cabanas,department,SV0010,334.0,,,
2016-05-07,El_Salvador-Ahuachapan,department,SV0010,134.0,,,
2016-05-07,El_Salvador-Morazan,department,SV0010,110.0,,,
2016-05-14,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-05-14,El_Salvador-Guatemala,department,SV0010,2.0,,,
2016-05-14,El_Salvador-Usulutan,department,SV0010,137.0,,,
2016-05-14,El_Salvador-Sonsonate,department,SV0010,75.0,,,
2016-05-14,El_Salvador-Santa_Ana,department,SV0010,544.0,,,
2016-05-14,El_Salvador-San_Vicente,department,SV0010,287.0,,,
2016-05-14,El_Salvador-San_Salvador,department,SV0010,2416.0,,,
2016-05-14,El_Salvador-San_Miguel,department,SV0010,139.0,,,
2016-05-14,El_Salvador,country,SV0010,6440.0,,,
2016-05-14,El_Salvador-La_Union,department,SV0010,40.0,,,
2016-05-14,El_Salvador-La_Paz,department,SV0010,136.0,,,
2016-05-14,El_Salvador-La_Libertad,department,SV0010,1034.0,,,
2016-05-14,El_Salvador-Cuscatlan,department,SV0010,534.0,,,
2016-05-14,El_Salvador-Chalatenango,department,SV0010,512.0,,,
2016-05-14,El_Salvador-Cabanas,department,SV0010,335.0,,,
2016-05-14,El_Salvador-Ahuachapan,department,SV0010,136.0,,,
2016-05-14,El_Salvador-Morazan,department,SV0010,111.0,,,
2016-05-21,El_Salvador,country,SV0010,6491.0,,,
2016-05-21,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-05-21,El_Salvador-Guatemala,department,SV0010,2.0,,,
2016-05-21,El_Salvador-Usulutan,department,SV0010,139.0,,,
2016-05-21,El_Salvador-Sonsonate,department,SV0010,76.0,,,
2016-05-21,El_Salvador-Santa_Ana,department,SV0010,545.0,,,
2016-05-21,El_Salvador-San_Vicente,department,SV0010,292.0,,,
2016-05-21,El_Salvador-San_Salvador,department,SV0010,2426.0,,,
2016-05-21,El_Salvador-San_Miguel,department,SV0010,146.0,,,
2016-05-21,El_Salvador-La_Union,department,SV0010,42.0,,,
2016-05-21,El_Salvador-La_Paz,department,SV0010,136.0,,,
2016-05-21,El_Salvador-La_Libertad,department,SV0010,1036.0,,,
2016-05-21,El_Salvador-Cuscatlan,department,SV0010,540.0,,,
2016-05-21,El_Salvador-Chalatenango,department,SV0010,524.0,,,
2016-05-21,El_Salvador-Cabanas,department,SV0010,338.0,,,
2016-05-21,El_Salvador-Ahuachapan,department,SV0010,136.0,,,
2016-05-21,El_Salvador-Morazan,department,SV0010,112.0,,,
2016-05-28,El_Salvador-San_Vicente,department,SV0010,293.0,,,
2016-05-28,El_Salvador,country,SV0010,6571.0,,,
2016-05-28,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-05-28,El_Salvador-Guatemala,department,SV0010,2.0,,,
2016-05-28,El_Salvador-Usulutan,department,SV0010,142.0,,,
2016-05-28,El_Salvador-Sonsonate,department,SV0010,79.0,,,
2016-05-28,El_Salvador-Santa_Ana,department,SV0010,547.0,,,
2016-05-28,El_Salvador-San_Miguel,department,SV0010,152.0,,,
2016-05-28,El_Salvador-San_Salvador,department,SV0010,2456.0,,,
2016-05-28,El_Salvador-Morazan,department,SV0010,112.0,,,
2016-05-28,El_Salvador-La_Union,department,SV0010,47.0,,,
2016-05-28,El_Salvador-La_Paz,department,SV0010,138.0,,,
2016-05-28,El_Salvador-La_Libertad,department,SV0010,1044.0,,,
2016-05-28,El_Salvador-Cuscatlan,department,SV0010,540.0,,,
2016-05-28,El_Salvador-Chalatenango,department,SV0010,535.0,,,
2016-05-28,El_Salvador-Cabanas,department,SV0010,346.0,,,
2016-05-28,El_Salvador-Ahuachapan,department,SV0010,137.0,,,
2016-06-04,El_Salvador-Santa_Ana,department,SV0010,552.0,,,
2016-06-04,El_Salvador-Sonsonate,department,SV0010,80.0,,,
2016-06-04,El_Salvador-Usulutan,department,SV0010,144.0,,,
2016-06-04,El_Salvador-San_Miguel,department,SV0010,154.0,,,
2016-06-04,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-06-04,El_Salvador,country,SV0010,6640.0,,,
2016-06-04,El_Salvador-San_Vicente,department,SV0010,293.0,,,
2016-06-04,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-06-04,El_Salvador-San_Salvador,department,SV0010,2477.0,,,
2016-06-04,El_Salvador-La_Paz,department,SV0010,138.0,,,
2016-06-04,El_Salvador-Morazan,department,SV0010,113.0,,,
2016-06-04,El_Salvador-La_Union,department,SV0010,49.0,,,
2016-06-04,El_Salvador-La_Libertad,department,SV0010,1053.0,,,
2016-06-04,El_Salvador-Cuscatlan,department,SV0010,547.0,,,
2016-06-04,El_Salvador-Chalatenango,department,SV0010,548.0,,,
2016-06-04,El_Salvador-Cabanas,department,SV0010,350.0,,,
2016-06-04,El_Salvador-Ahuachapan,department,SV0010,138.0,,,
2016-06-11,El_Salvador-Santa_Ana,department,SV0010,555.0,,,
2016-06-11,El_Salvador-San_Vicente,department,SV0010,300.0,,,
2016-06-11,El_Salvador-Sonsonate,department,SV0010,83.0,,,
2016-06-11,El_Salvador,country,SV0010,6696.0,,,
2016-06-11,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-06-11,El_Salvador-San_Salvador,department,SV0010,2487.0,,,
2016-06-11,El_Salvador-Usulutan,department,SV0010,146.0,,,
2016-06-11,El_Salvador-San_Miguel,department,SV0010,155.0,,,
2016-06-11,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-06-11,El_Salvador-La_Union,department,SV0010,49.0,,,
2016-06-11,El_Salvador-La_Paz,department,SV0010,139.0,,,
2016-06-11,El_Salvador-La_Libertad,department,SV0010,1058.0,,,
2016-06-11,El_Salvador-Cuscatlan,department,SV0010,553.0,,,
2016-06-11,El_Salvador-Chalatenango,department,SV0010,561.0,,,
2016-06-11,El_Salvador-Ahuachapan,department,SV0010,138.0,,,
2016-06-11,El_Salvador-Cabanas,department,SV0010,354.0,,,
2016-06-11,El_Salvador-Morazan,department,SV0010,114.0,,,
2016-06-18,El_Salvador,country,SV0010,6754.0,,,
2016-06-18,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-06-18,El_Salvador-Usulutan,department,SV0010,149.0,,,
2016-06-18,El_Salvador-Sonsonate,department,SV0010,85.0,,,
2016-06-18,El_Salvador-Santa_Ana,department,SV0010,557.0,,,
2016-06-18,El_Salvador-San_Vicente,department,SV0010,301.0,,,
2016-06-18,El_Salvador-San_Salvador,department,SV0010,2500.0,,,
2016-06-18,El_Salvador-San_Miguel,department,SV0010,160.0,,,
2016-06-18,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-06-18,El_Salvador-La_Union,department,SV0010,49.0,,,
2016-06-18,El_Salvador-La_Paz,department,SV0010,140.0,,,
2016-06-18,El_Salvador-La_Libertad,department,SV0010,1063.0,,,
2016-06-18,El_Salvador-Cuscatlan,department,SV0010,559.0,,,
2016-06-18,El_Salvador-Chalatenango,department,SV0010,570.0,,,
2016-06-18,El_Salvador-Cabanas,department,SV0010,356.0,,,
2016-06-18,El_Salvador-Ahuachapan,department,SV0010,140.0,,,
2016-06-18,El_Salvador-Morazan,department,SV0010,121.0,,,
2016-06-25,El_Salvador,country,SV0010,6848.0,,,
2016-06-25,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-06-25,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-06-25,El_Salvador-Usulutan,department,SV0010,152.0,,,
2016-06-25,El_Salvador-Sonsonate,department,SV0010,86.0,,,
2016-06-25,El_Salvador-Santa_Ana,department,SV0010,562.0,,,
2016-06-25,El_Salvador-San_Vicente,department,SV0010,303.0,,,
2016-06-25,El_Salvador-San_Salvador,department,SV0010,2515.0,,,
2016-06-25,El_Salvador-La_Paz,department,SV0010,141.0,,,
2016-06-25,El_Salvador-Morazan,department,SV0010,123.0,,,
2016-06-25,El_Salvador-La_Union,department,SV0010,49.0,,,
2016-06-25,El_Salvador-La_Libertad,department,SV0010,1053.0,,,
2016-06-25,El_Salvador-Cuscatlan,department,SV0010,570.0,,,
2016-06-25,El_Salvador-Chalatenango,department,SV0010,588.0,,,
2016-06-25,El_Salvador-Cabanas,department,SV0010,364.0,,,
2016-06-25,El_Salvador-Ahuachapan,department,SV0010,140.0,,,
2016-06-25,El_Salvador-San_Miguel,department,SV0010,181.0,,,
2016-07-02,El_Salvador-San_Vicente,department,SV0010,308.0,,,
2016-07-02,El_Salvador-Santa_Ana,department,SV0010,563.0,,,
2016-07-02,El_Salvador-Sonsonate,department,SV0010,88.0,,,
2016-07-02,El_Salvador,country,SV0010,6924.0,,,
2016-07-02,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-07-02,El_Salvador-San_Salvador,department,SV0010,2534.0,,,
2016-07-02,El_Salvador-Usulutan,department,SV0010,156.0,,,
2016-07-02,El_Salvador-San_Miguel,department,SV0010,189.0,,,
2016-07-02,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-07-02,El_Salvador-La_Union,department,SV0010,49.0,,,
2016-07-02,El_Salvador-La_Paz,department,SV0010,141.0,,,
2016-07-02,El_Salvador-La_Libertad,department,SV0010,1074.0,,,
2016-07-02,El_Salvador-Cuscatlan,department,SV0010,580.0,,,
2016-07-02,El_Salvador-Chalatenango,department,SV0010,601.0,,,
2016-07-02,El_Salvador-Ahuachapan,department,SV0010,142.0,,,
2016-07-02,El_Salvador-Cabanas,department,SV0010,369.0,,,
2016-07-02,El_Salvador-Morazan,department,SV0010,126.0,,,
2016-07-09,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-07-09,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-07-09,El_Salvador-Usulutan,department,SV0010,157.0,,,
2016-07-09,El_Salvador-Sonsonate,department,SV0010,89.0,,,
2016-07-09,El_Salvador-Santa_Ana,department,SV0010,564.0,,,
2016-07-09,El_Salvador-San_Vicente,department,SV0010,309.0,,,
2016-07-09,El_Salvador-San_Salvador,department,SV0010,2547.0,,,
2016-07-09,El_Salvador-San_Miguel,department,SV0010,193.0,,,
2016-07-09,El_Salvador,country,SV0010,6970.0,,,
2016-07-09,El_Salvador-La_Union,department,SV0010,52.0,,,
2016-07-09,El_Salvador-La_Paz,department,SV0010,144.0,,,
2016-07-09,El_Salvador-La_Libertad,department,SV0010,1078.0,,,
2016-07-09,El_Salvador-Cuscatlan,department,SV0010,583.0,,,
2016-07-09,El_Salvador-Chalatenango,department,SV0010,607.0,,,
2016-07-09,El_Salvador-Cabanas,department,SV0010,373.0,,,
2016-07-09,El_Salvador-Ahuachapan,department,SV0010,142.0,,,
2016-07-09,El_Salvador-Morazan,department,SV0010,128.0,,,
2016-07-16,El_Salvador,country,SV0010,7025.0,,,
2016-07-16,El_Salvador-Honduras,department,SV0010,1.0,,,
2016-07-16,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-07-16,El_Salvador-Usulutan,department,SV0010,163.0,,,
2016-07-16,El_Salvador-Sonsonate,department,SV0010,89.0,,,
2016-07-16,El_Salvador-Santa_Ana,department,SV0010,568.0,,,
2016-07-16,El_Salvador-San_Vicente,department,SV0010,312.0,,,
2016-07-16,El_Salvador-San_Salvador,department,SV0010,2561.0,,,
2016-07-16,El_Salvador-San_Miguel,department,SV0010,195.0,,,
2016-07-16,El_Salvador-La_Union,department,SV0010,52.0,,,
2016-07-16,El_Salvador-La_Paz,department,SV0010,146.0,,,
2016-07-16,El_Salvador-La_Libertad,department,SV0010,1086.0,,,
2016-07-16,El_Salvador-Cuscatlan,department,SV0010,588.0,,,
2016-07-16,El_Salvador-Chalatenango,department,SV0010,612.0,,,
2016-07-16,El_Salvador-Cabanas,department,SV0010,377.0,,,
2016-07-16,El_Salvador-Ahuachapan,department,SV0010,142.0,,,
2016-07-16,El_Salvador-Morazan,department,SV0010,129.0,,,
2016-07-23,El_Salvador-San_Vicente,department,SV0010,314.0,,,
2016-07-23,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-07-23,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-07-23,El_Salvador-Usulutan,department,SV0010,168.0,,,
2016-07-23,El_Salvador-Sonsonate,department,SV0010,90.0,,,
2016-07-23,El_Salvador-Santa_Ana,department,SV0010,570.0,,,
2016-07-23,El_Salvador,country,SV0010,7063.0,,,
2016-07-23,El_Salvador-San_Salvador,department,SV0010,2568.0,,,
2016-07-23,El_Salvador-La_Paz,department,SV0010,147.0,,,
2016-07-23,El_Salvador-Morazan,department,SV0010,130.0,,,
2016-07-23,El_Salvador-La_Union,department,SV0010,52.0,,,
2016-07-23,El_Salvador-La_Libertad,department,SV0010,1092.0,,,
2016-07-23,El_Salvador-Cuscatlan,department,SV0010,591.0,,,
2016-07-23,El_Salvador-Chalatenango,department,SV0010,616.0,,,
2016-07-23,El_Salvador-Cabanas,department,SV0010,379.0,,,
2016-07-23,El_Salvador-Ahuachapan,department,SV0010,142.0,,,
2016-07-23,El_Salvador-San_Miguel,department,SV0010,199.0,,,
2016-08-06,El_Salvador,country,SV0010,7123.0,,,
2016-08-06,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-08-06,El_Salvador-Usulutan,department,SV0010,168.0,,,
2016-08-06,El_Salvador-Sonsonate,department,SV0010,93.0,,,
2016-08-06,El_Salvador-Santa_Ana,department,SV0010,573.0,,,
2016-08-06,El_Salvador-San_Vicente,department,SV0010,314.0,,,
2016-08-06,El_Salvador-San_Salvador,department,SV0010,2586.0,,,
2016-08-06,El_Salvador-San_Miguel,department,SV0010,203.0,,,
2016-08-06,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-08-06,El_Salvador-La_Union,department,SV0010,52.0,,,
2016-08-06,El_Salvador-La_Paz,department,SV0010,151.0,,,
2016-08-06,El_Salvador-La_Libertad,department,SV0010,1097.0,,,
2016-08-06,El_Salvador-Cuscatlan,department,SV0010,598.0,,,
2016-08-06,El_Salvador-Chalatenango,department,SV0010,627.0,,,
2016-08-06,El_Salvador-Cabanas,department,SV0010,381.0,,,
2016-08-06,El_Salvador-Ahuachapan,department,SV0010,143.0,,,
2016-08-06,El_Salvador-Morazan,department,SV0010,132.0,,,
2016-08-13,El_Salvador,country,SV0010,7179.0,,,
2016-08-13,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-08-13,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-08-13,El_Salvador-Usulutan,department,SV0010,175.0,,,
2016-08-13,El_Salvador-Sonsonate,department,SV0010,93.0,,,
2016-08-13,El_Salvador-Santa_Ana,department,SV0010,578.0,,,
2016-08-13,El_Salvador-San_Vicente,department,SV0010,315.0,,,
2016-08-13,El_Salvador-San_Salvador,department,SV0010,2602.0,,,
2016-08-13,El_Salvador-La_Paz,department,SV0010,152.0,,,
2016-08-13,El_Salvador-Morazan,department,SV0010,132.0,,,
2016-08-13,El_Salvador-La_Union,department,SV0010,53.0,,,
2016-08-13,El_Salvador-La_Libertad,department,SV0010,1102.0,,,
2016-08-13,El_Salvador-Cuscatlan,department,SV0010,601.0,,,
2016-08-13,El_Salvador-Chalatenango,department,SV0010,632.0,,,
2016-08-13,El_Salvador-Cabanas,department,SV0010,387.0,,,
2016-08-13,El_Salvador-Ahuachapan,department,SV0010,144.0,,,
2016-08-13,El_Salvador-San_Miguel,department,SV0010,208.0,,,
2016-08-20,El_Salvador-San_Vicente,department,SV0010,316.0,,,
2016-08-20,El_Salvador-Santa_Ana,department,SV0010,582.0,,,
2016-08-20,El_Salvador-Sonsonate,department,SV0010,95.0,,,
2016-08-20,El_Salvador,country,SV0010,7222.0,,,
2016-08-20,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-08-20,El_Salvador-San_Salvador,department,SV0010,2615.0,,,
2016-08-20,El_Salvador-Usulutan,department,SV0010,176.0,,,
2016-08-20,El_Salvador-San_Miguel,department,SV0010,211.0,,,
2016-08-20,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-08-20,El_Salvador-La_Union,department,SV0010,54.0,,,
2016-08-20,El_Salvador-La_Paz,department,SV0010,152.0,,,
2016-08-20,El_Salvador-La_Libertad,department,SV0010,1107.0,,,
2016-08-20,El_Salvador-Cuscatlan,department,SV0010,605.0,,,
2016-08-20,El_Salvador-Chalatenango,department,SV0010,636.0,,,
2016-08-20,El_Salvador-Morazan,department,SV0010,136.0,,,
2016-08-20,El_Salvador-Cabanas,department,SV0010,388.0,,,
2016-08-20,El_Salvador-Ahuachapan,department,SV0010,144.0,,,
2016-08-27,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-08-27,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-08-27,El_Salvador-Usulutan,department,SV0010,177.0,,,
2016-08-27,El_Salvador-Sonsonate,department,SV0010,96.0,,,
2016-08-27,El_Salvador-Santa_Ana,department,SV0010,583.0,,,
2016-08-27,El_Salvador-San_Vicente,department,SV0010,316.0,,,
2016-08-27,El_Salvador-San_Salvador,department,SV0010,2629.0,,,
2016-08-27,El_Salvador-San_Miguel,department,SV0010,212.0,,,
2016-08-27,El_Salvador,country,SV0010,7262.0,,,
2016-08-27,El_Salvador-La_Union,department,SV0010,54.0,,,
2016-08-27,El_Salvador-La_Paz,department,SV0010,155.0,,,
2016-08-27,El_Salvador-La_Libertad,department,SV0010,1112.0,,,
2016-08-27,El_Salvador-Cuscatlan,department,SV0010,611.0,,,
2016-08-27,El_Salvador-Chalatenango,department,SV0010,640.0,,,
2016-08-27,El_Salvador-Cabanas,department,SV0010,393.0,,,
2016-08-27,El_Salvador-Ahuachapan,department,SV0010,144.0,,,
2016-08-27,El_Salvador-Morazan,department,SV0010,135.0,,,
2016-09-03,El_Salvador,country,SV0010,7297.0,,,
2016-09-03,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-09-03,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-09-03,El_Salvador-Usulutan,department,SV0010,178.0,,,
2016-09-03,El_Salvador-Sonsonate,department,SV0010,98.0,,,
2016-09-03,El_Salvador-Santa_Ana,department,SV0010,585.0,,,
2016-09-03,El_Salvador-San_Vicente,department,SV0010,316.0,,,
2016-09-03,El_Salvador-San_Salvador,department,SV0010,2640.0,,,
2016-09-03,El_Salvador-San_Miguel,department,SV0010,214.0,,,
2016-09-03,El_Salvador-La_Union,department,SV0010,55.0,,,
2016-09-03,El_Salvador-La_Paz,department,SV0010,156.0,,,
2016-09-03,El_Salvador-La_Libertad,department,SV0010,1116.0,,,
2016-09-03,El_Salvador-Cuscatlan,department,SV0010,614.0,,,
2016-09-03,El_Salvador-Chalatenango,department,SV0010,642.0,,,
2016-09-03,El_Salvador-Cabanas,department,SV0010,396.0,,,
2016-09-03,El_Salvador-Ahuachapan,department,SV0010,145.0,,,
2016-09-03,El_Salvador-Morazan,department,SV0010,137.0,,,
2016-09-10,El_Salvador-San_Vicente,department,SV0010,319.0,,,
2016-09-10,El_Salvador,country,SV0010,7342.0,,,
2016-09-10,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-09-10,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-09-10,El_Salvador-Usulutan,department,SV0010,181.0,,,
2016-09-10,El_Salvador-Sonsonate,department,SV0010,99.0,,,
2016-09-10,El_Salvador-Santa_Ana,department,SV0010,588.0,,,
2016-09-10,El_Salvador-San_Salvador,department,SV0010,2650.0,,,
2016-09-10,El_Salvador-San_Miguel,department,SV0010,216.0,,,
2016-09-10,El_Salvador-Morazan,department,SV0010,137.0,,,
2016-09-10,El_Salvador-La_Union,department,SV0010,59.0,,,
2016-09-10,El_Salvador-La_Paz,department,SV0010,158.0,,,
2016-09-10,El_Salvador-La_Libertad,department,SV0010,1121.0,,,
2016-09-10,El_Salvador-Cuscatlan,department,SV0010,621.0,,,
2016-09-10,El_Salvador-Chalatenango,department,SV0010,645.0,,,
2016-09-10,El_Salvador-Cabanas,department,SV0010,397.0,,,
2016-09-10,El_Salvador-Ahuachapan,department,SV0010,146.0,,,
2016-09-17,El_Salvador-Honduras,department,SV0010,2.0,,,
2016-09-17,El_Salvador-Guatemala,department,SV0010,3.0,,,
2016-09-17,El_Salvador-Sonsonate,department,SV0010,99.0,,,
2016-09-17,El_Salvador-La_Union,department,SV0010,58.0,,,
2016-09-17,El_Salvador-Ahuachapan,department,SV0010,148.0,,,
2016-09-17,El_Salvador-San_Miguel,department,SV0010,218.0,,,
2016-09-17,El_Salvador-La_Paz,department,SV0010,161.0,,,
2016-09-17,El_Salvador-Usulutan,department,SV0010,183.0,,,
2016-09-17,El_Salvador,country,SV0010,7367.0,,,
2016-09-17,El_Salvador-Santa_Ana,department,SV0010,592.0,,,
