report_date,location,location_type,data_field_code,value,Unnamed: 9,Unnamed: 10,ï»¿report_date
2017-02-17,El_Salvador,country,SV0010,72.0,,,
2017-02-17,El_Salvador-La_Paz,department,SV0010,1.0,,,
2017-02-17,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-02-17,El_Salvador-La_Union,department,SV0010,1.0,,,
2017-02-17,El_Salvador-Usulutan,department,SV0010,4.0,,,
2017-02-17,El_Salvador-La_Libertad,department,SV0010,6.0,,,
2017-02-17,El_Salvador-San_Miguel,department,SV0010,4.0,,,
2017-02-17,El_Salvador-Santa_Ana,department,SV0010,5.0,,,
2017-02-17,El_Salvador-Morazan,department,SV0010,1.0,,,
2017-02-17,El_Salvador-San_Salvador,department,SV0010,28.0,,,
2017-02-17,El_Salvador-Chalatenango,department,SV0010,6.0,,,
2017-02-17,El_Salvador-Cuscatlan,department,SV0010,8.0,,,
2017-02-17,El_Salvador-San_Vicente,department,SV0010,6.0,,,
2017-02-24,El_Salvador,country,SV0010,78.0,,,
2017-02-24,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-02-24,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-02-24,El_Salvador-Cabanas,department,SV0010,0.0,,,
2017-02-24,El_Salvador-Ahuachapan,department,SV0010,0.0,,,
2017-02-24,El_Salvador-Sonsonate,department,SV0010,1.0,,,
2017-02-24,El_Salvador-La_Paz,department,SV0010,1.0,,,
2017-02-24,El_Salvador-La_Union,department,SV0010,1.0,,,
2017-02-24,El_Salvador-Morazan,department,SV0010,1.0,,,
2017-02-24,El_Salvador-La_Libertad,department,SV0010,6.0,,,
2017-02-24,El_Salvador-San_Miguel,department,SV0010,4.0,,,
2017-02-24,El_Salvador-Santa_Ana,department,SV0010,6.0,,,
2017-02-24,El_Salvador-Usulutan,department,SV0010,4.0,,,
2017-02-24,El_Salvador-San_Salvador,department,SV0010,32.0,,,
2017-02-24,El_Salvador-Chalatenango,department,SV0010,6.0,,,
2017-02-24,El_Salvador-San_Vicente,department,SV0010,6.0,,,
2017-02-24,El_Salvador-Cuscatlan,department,SV0010,9.0,,,
2017-03-03,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-03-03,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-03-03,El_Salvador-Cabanas,department,SV0010,0.0,,,
2017-03-03,El_Salvador-Ahuachapan,department,SV0010,0.0,,,
2017-03-03,El_Salvador-Sonsonate,department,SV0010,1.0,,,
2017-03-03,El_Salvador-La_Paz,department,SV0010,1.0,,,
2017-03-03,El_Salvador-La_Union,department,SV0010,1.0,,,
2017-03-03,El_Salvador-Morazan,department,SV0010,1.0,,,
2017-03-03,El_Salvador,country,SV0010,89.0,,,
2017-03-03,El_Salvador-San_Miguel,department,SV0010,5.0,,,
2017-03-03,El_Salvador-Santa_Ana,department,SV0010,7.0,,,
2017-03-03,El_Salvador-Usulutan,department,SV0010,5.0,,,
2017-03-03,El_Salvador-San_Salvador,department,SV0010,39.0,,,
2017-03-03,El_Salvador-Chalatenango,department,SV0010,6.0,,,
2017-03-03,El_Salvador-San_Vicente,department,SV0010,6.0,,,
2017-03-03,El_Salvador-Cuscatlan,department,SV0010,9.0,,,
2017-03-03,El_Salvador-La_Libertad,department,SV0010,7.0,,,
2017-03-10,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-03-10,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-03-10,El_Salvador-Cabanas,department,SV0010,0.0,,,
2017-03-10,El_Salvador-La_Paz,department,SV0010,0.0,,,
2017-03-10,El_Salvador-Ahuachapan,department,SV0010,0.0,,,
2017-03-10,El_Salvador-Sonsonate,department,SV0010,1.0,,,
2017-03-10,El_Salvador-La_Union,department,SV0010,1.0,,,
2017-03-10,El_Salvador-Morazan,department,SV0010,1.0,,,
2017-03-10,El_Salvador,country,SV0010,101.0,,,
2017-03-10,El_Salvador-San_Miguel,department,SV0010,6.0,,,
2017-03-10,El_Salvador-Santa_Ana,department,SV0010,9.0,,,
2017-03-10,El_Salvador-Usulutan,department,SV0010,7.0,,,
2017-03-10,El_Salvador-San_Salvador,department,SV0010,46.0,,,
2017-03-10,El_Salvador-Chalatenango,department,SV0010,6.0,,,
2017-03-10,El_Salvador-San_Vicente,department,SV0010,6.0,,,
2017-03-10,El_Salvador-Cuscatlan,department,SV0010,9.0,,,
2017-03-10,El_Salvador-La_Libertad,department,SV0010,8.0,,,
2017-03-17,El_Salvador,country,SV0010,115.0,,,
2017-03-17,El_Salvador-Honduras,department,SV0010,,,,
2017-03-17,El_Salvador-Guatemala,department,SV0010,,,,
2017-03-17,El_Salvador-Cabanas,department,SV0010,,,,
2017-03-17,El_Salvador-La_Paz,department,SV0010,,,,
2017-03-17,El_Salvador-Ahuachapan,department,SV0010,,,,
2017-03-17,El_Salvador-Sonsonate,department,SV0010,,,,
2017-03-17,El_Salvador-La_Union,department,SV0010,,,,
2017-03-17,El_Salvador-Morazan,department,SV0010,,,,
2017-03-17,El_Salvador-San_Miguel,department,SV0010,,,,
2017-03-17,El_Salvador-Santa_Ana,department,SV0010,,,,
2017-03-17,El_Salvador-Usulutan,department,SV0010,,,,
2017-03-17,El_Salvador-San_Salvador,department,SV0010,,,,
2017-03-17,El_Salvador-Chalatenango,department,SV0010,,,,
2017-03-17,El_Salvador-San_Vicente,department,SV0010,,,,
2017-03-17,El_Salvador-Cuscatlan,department,SV0010,,,,
2017-03-17,El_Salvador-La_Libertad,department,SV0010,,,,
2017-03-24,El_Salvador-Sonsonate,department,SV0010,2.0,,,
2017-03-24,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-03-24,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-03-24,El_Salvador-Cabanas,department,SV0010,0.0,,,
2017-03-24,El_Salvador-La_Paz,department,SV0010,0.0,,,
2017-03-24,El_Salvador-Ahuachapan,department,SV0010,0.0,,,
2017-03-24,El_Salvador-La_Union,department,SV0010,1.0,,,
2017-03-24,El_Salvador-Morazan,department,SV0010,1.0,,,
2017-03-24,El_Salvador,country,SV0010,122.0,,,
2017-03-24,El_Salvador-San_Miguel,department,SV0010,8.0,,,
2017-03-24,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-03-24,El_Salvador-Chalatenango,department,SV0010,8.0,,,
2017-03-24,El_Salvador-Cuscatlan,department,SV0010,10.0,,,
2017-03-24,El_Salvador-La_Libertad,department,SV0010,9.0,,,
2017-03-24,El_Salvador-Usulutan,department,SV0010,8.0,,,
2017-03-24,El_Salvador-Santa_Ana,department,SV0010,12.0,,,
2017-03-24,El_Salvador-San_Salvador,department,SV0010,54.0,,,
2017-03-31,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-03-31,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-03-31,El_Salvador-Cabanas,department,SV0010,0.0,,,
2017-03-31,El_Salvador-La_Paz,department,SV0010,0.0,,,
2017-03-31,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-03-31,El_Salvador-La_Union,department,SV0010,1.0,,,
2017-03-31,El_Salvador-Sonsonate,department,SV0010,2.0,,,
2017-03-31,El_Salvador-Morazan,department,SV0010,1.0,,,
2017-03-31,El_Salvador,country,SV0010,125.0,,,
2017-03-31,El_Salvador-San_Miguel,department,SV0010,8.0,,,
2017-03-31,El_Salvador-Santa_Ana,department,SV0010,12.0,,,
2017-03-31,El_Salvador-Usulutan,department,SV0010,8.0,,,
2017-03-31,El_Salvador-San_Salvador,department,SV0010,55.0,,,
2017-03-31,El_Salvador-Cuscatlan,department,SV0010,10.0,,,
2017-03-31,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-03-31,El_Salvador-Chalatenango,department,SV0010,9.0,,,
2017-03-31,El_Salvador-La_Libertad,department,SV0010,9.0,,,
2017-04-07,El_Salvador,country,SV0010,132.0,,,
2017-04-07,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-04-07,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-04-07,El_Salvador-Cabanas,department,SV0010,0.0,,,
2017-04-07,El_Salvador-La_Paz,department,SV0010,0.0,,,
2017-04-07,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-04-07,El_Salvador-La_Union,department,SV0010,1.0,,,
2017-04-07,El_Salvador-Sonsonate,department,SV0010,2.0,,,
2017-04-07,El_Salvador-Morazan,department,SV0010,2.0,,,
2017-04-07,El_Salvador-San_Miguel,department,SV0010,8.0,,,
2017-04-07,El_Salvador-Usulutan,department,SV0010,8.0,,,
2017-04-07,El_Salvador-Santa_Ana,department,SV0010,13.0,,,
2017-04-07,El_Salvador-San_Salvador,department,SV0010,59.0,,,
2017-04-07,El_Salvador-Cuscatlan,department,SV0010,11.0,,,
2017-04-07,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-04-07,El_Salvador-La_Libertad,department,SV0010,10.0,,,
2017-04-07,El_Salvador-Chalatenango,department,SV0010,8.0,,,
2017-04-21,El_Salvador,country,SV0010,143.0,,,
2017-04-21,El_Salvador-La_Union,department,SV0010,2.0,,,
2017-04-21,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-04-21,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-04-21,El_Salvador-Cabanas,department,SV0010,0.0,,,
2017-04-21,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-04-21,El_Salvador-La_Paz,department,SV0010,1.0,,,
2017-04-21,El_Salvador-Sonsonate,department,SV0010,2.0,,,
2017-04-21,El_Salvador-La_Libertad,department,SV0010,10.0,,,
2017-04-21,El_Salvador-San_Miguel,department,SV0010,9.0,,,
2017-04-21,El_Salvador-Usulutan,department,SV0010,8.0,,,
2017-04-21,El_Salvador-Santa_Ana,department,SV0010,13.0,,,
2017-04-21,El_Salvador-San_Salvador,department,SV0010,64.0,,,
2017-04-21,El_Salvador-Chalatenango,department,SV0010,8.0,,,
2017-04-21,El_Salvador-Cuscatlan,department,SV0010,11.0,,,
2017-04-21,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-04-21,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-05-05,El_Salvador-Honduras,department,SV0010,0.0,,,
2017-05-05,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-05-05,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-05-05,El_Salvador-La_Paz,department,SV0010,1.0,,,
2017-05-05,El_Salvador-Sonsonate,department,SV0010,2.0,,,
2017-05-05,El_Salvador-Cabanas,department,SV0010,1.0,,,
2017-05-05,El_Salvador-La_Union,department,SV0010,2.0,,,
2017-05-05,El_Salvador-La_Libertad,department,SV0010,11.0,,,
2017-05-05,El_Salvador,country,SV0010,160.0,,,
2017-05-05,El_Salvador-San_Miguel,department,SV0010,9.0,,,
2017-05-05,El_Salvador-Santa_Ana,department,SV0010,14.0,,,
2017-05-05,El_Salvador-Usulutan,department,SV0010,9.0,,,
2017-05-05,El_Salvador-San_Salvador,department,SV0010,77.0,,,
2017-05-05,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-05-05,El_Salvador-Chalatenango,department,SV0010,9.0,,,
2017-05-05,El_Salvador-Cuscatlan,department,SV0010,12.0,,,
2017-05-05,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-05-19,El_Salvador,country,SV0010,175.0,,,
2017-05-19,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-05-19,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-05-19,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-05-19,El_Salvador-Sonsonate,department,SV0010,2.0,,,
2017-05-19,El_Salvador-Cabanas,department,SV0010,1.0,,,
2017-05-19,El_Salvador-La_Paz,department,SV0010,3.0,,,
2017-05-19,El_Salvador-La_Union,department,SV0010,3.0,,,
2017-05-19,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-05-19,El_Salvador-San_Miguel,department,SV0010,10.0,,,
2017-05-19,El_Salvador-Santa_Ana,department,SV0010,14.0,,,
2017-05-19,El_Salvador-Usulutan,department,SV0010,9.0,,,
2017-05-19,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-05-19,El_Salvador-Chalatenango,department,SV0010,9.0,,,
2017-05-19,El_Salvador-Cuscatlan,department,SV0010,12.0,,,
2017-05-19,El_Salvador-San_Salvador,department,SV0010,84.0,,,
2017-05-19,El_Salvador-La_Libertad,department,SV0010,14.0,,,
2017-06-02,El_Salvador-La_Union,department,SV0010,3.0,,,
2017-06-02,El_Salvador,country,SV0010,192.0,,,
2017-06-02,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-06-02,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-06-02,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-06-02,El_Salvador-Sonsonate,department,SV0010,4.0,,,
2017-06-02,El_Salvador-La_Paz,department,SV0010,3.0,,,
2017-06-02,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-06-02,El_Salvador-Cabañas,department,SV0010,1.0,,,
2017-06-02,El_Salvador-San_Miguel,department,SV0010,10.0,,,
2017-06-02,El_Salvador-Usulutan,department,SV0010,10.0,,,
2017-06-02,El_Salvador-Santa_Ana,department,SV0010,19.0,,,
2017-06-02,El_Salvador-Chalatenango,department,SV0010,8.0,,,
2017-06-02,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-06-02,El_Salvador-Cuscatlan,department,SV0010,13.0,,,
2017-06-02,El_Salvador-San_Salvador,department,SV0010,92.0,,,
2017-06-02,El_Salvador-La_Libertad,department,SV0010,15.0,,,
2017-06-16,El_Salvador,country,SV0010,218.0,,,
2017-06-16,El_Salvador-Cabañas,department,SV0010,2.0,,,
2017-06-16,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-06-16,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-06-16,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-06-16,El_Salvador-La_Paz,department,SV0010,4.0,,,
2017-06-16,El_Salvador-Sonsonate,department,SV0010,6.0,,,
2017-06-16,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-06-16,El_Salvador-Cuscatlan,department,SV0010,16.0,,,
2017-06-16,El_Salvador-La_Libertad,department,SV0010,15.0,,,
2017-06-16,El_Salvador-San_Salvador,department,SV0010,105.0,,,
2017-06-16,El_Salvador-Chalatenango,department,SV0010,12.0,,,
2017-06-16,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-06-16,El_Salvador-La_Union,department,SV0010,4.0,,,
2017-06-16,El_Salvador-Usulutan,department,SV0010,10.0,,,
2017-06-16,El_Salvador-San_Miguel,department,SV0010,11.0,,,
2017-06-16,El_Salvador-Santa_Ana,department,SV0010,19.0,,,
2017-06-23,El_Salvador,country,SV0010,225.0,,,
2017-06-23,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-06-23,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-06-23,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-06-23,El_Salvador-La_Paz,department,SV0010,4.0,,,
2017-06-23,El_Salvador-Sonsonate,department,SV0010,6.0,,,
2017-06-23,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-06-23,El_Salvador-La_Union,department,SV0010,4.0,,,
2017-06-23,El_Salvador-Cabañas,department,SV0010,2.0,,,
2017-06-23,El_Salvador-San_Miguel,department,SV0010,11.0,,,
2017-06-23,El_Salvador-Usulutan,department,SV0010,10.0,,,
2017-06-23,El_Salvador-Santa_Ana,department,SV0010,19.0,,,
2017-06-23,El_Salvador-San_Vicente,department,SV0010,8.0,,,
2017-06-23,El_Salvador-Chalatenango,department,SV0010,13.0,,,
2017-06-23,El_Salvador-San_Salvador,department,SV0010,109.0,,,
2017-06-23,El_Salvador-Cuscatlan,department,SV0010,16.0,,,
2017-06-23,El_Salvador-La_Libertad,department,SV0010,16.0,,,
2017-06-30,El_Salvador-Cabañas,department,SV0010,2.0,,,
2017-06-30,El_Salvador,country,SV0010,232.0,,,
2017-06-30,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-06-30,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-06-30,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-06-30,El_Salvador-La_Paz,department,SV0010,4.0,,,
2017-06-30,El_Salvador-Sonsonate,department,SV0010,6.0,,,
2017-06-30,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-06-30,El_Salvador-Chalatenango,department,SV0010,13.0,,,
2017-06-30,El_Salvador-La_Libertad,department,SV0010,17.0,,,
2017-06-30,El_Salvador-San_Miguel,department,SV0010,12.0,,,
2017-06-30,El_Salvador-Usulutan,department,SV0010,12.0,,,
2017-06-30,El_Salvador-Santa_Ana,department,SV0010,19.0,,,
2017-06-30,El_Salvador-San_Vicente,department,SV0010,9.0,,,
2017-06-30,El_Salvador-San_Salvador,department,SV0010,112.0,,,
2017-06-30,El_Salvador-Cuscatlan,department,SV0010,16.0,,,
2017-06-30,El_Salvador-La_Union,department,SV0010,4.0,,,
2017-07-07,El_Salvador-Cabañas,department,SV0010,4.0,,,
2017-07-07,El_Salvador,country,SV0010,240.0,,,
2017-07-07,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-07-07,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-07-07,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-07-07,El_Salvador-La_Paz,department,SV0010,4.0,,,
2017-07-07,El_Salvador-Sonsonate,department,SV0010,7.0,,,
2017-07-07,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-07-07,El_Salvador-Chalatenango,department,SV0010,15.0,,,
2017-07-07,El_Salvador-La_Libertad,department,SV0010,19.0,,,
2017-07-07,El_Salvador-San_Miguel,department,SV0010,12.0,,,
2017-07-07,El_Salvador-Usulutan,department,SV0010,12.0,,,
2017-07-07,El_Salvador-Santa_Ana,department,SV0010,19.0,,,
2017-07-07,El_Salvador-San_Vicente,department,SV0010,9.0,,,
2017-07-07,El_Salvador-San_Salvador,department,SV0010,113.0,,,
2017-07-07,El_Salvador-Cuscatlan,department,SV0010,16.0,,,
2017-07-07,El_Salvador-La_Union,department,SV0010,4.0,,,
2017-07-14,El_Salvador,country,SV0010,240.0,,,
2017-07-14,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-07-14,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-07-14,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-07-14,El_Salvador-La_Paz,department,SV0010,4.0,,,
2017-07-14,El_Salvador-Sonsonate,department,SV0010,7.0,,,
2017-07-14,El_Salvador-Cabañas,department,SV0010,4.0,,,
2017-07-14,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-07-14,El_Salvador-La_Union,department,SV0010,4.0,,,
2017-07-14,El_Salvador-San_Miguel,department,SV0010,12.0,,,
2017-07-14,El_Salvador-Usulutan,department,SV0010,12.0,,,
2017-07-14,El_Salvador-Santa_Ana,department,SV0010,19.0,,,
2017-07-14,El_Salvador-San_Vicente,department,SV0010,9.0,,,
2017-07-14,El_Salvador-Chalatenango,department,SV0010,15.0,,,
2017-07-14,El_Salvador-San_Salvador,department,SV0010,113.0,,,
2017-07-14,El_Salvador-Cuscatlan,department,SV0010,16.0,,,
2017-07-14,El_Salvador-La_Libertad,department,SV0010,19.0,,,
2017-07-21,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-07-21,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-07-21,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-07-21,El_Salvador-Ahuachapan,department,SV0010,1.0,,,
2017-07-21,El_Salvador-La_Paz,department,SV0010,4.0,,,
2017-07-21,El_Salvador-Sonsonate,department,SV0010,9.0,,,
2017-07-21,El_Salvador-Cabañas,department,SV0010,5.0,,,
2017-07-21,El_Salvador-La_Union,department,SV0010,4.0,,,
2017-07-21,El_Salvador,country,SV0010,257.0,,,
2017-07-21,El_Salvador-San_Miguel,department,SV0010,13.0,,,
2017-07-21,El_Salvador-Usulutan,department,SV0010,13.0,,,
2017-07-21,El_Salvador-Santa_Ana,department,SV0010,20.0,,,
2017-07-21,El_Salvador-San_Vicente,department,SV0010,10.0,,,
2017-07-21,El_Salvador-Chalatenango,department,SV0010,17.0,,,
2017-07-21,El_Salvador-San_Salvador,department,SV0010,118.0,,,
2017-07-21,El_Salvador-Cuscatlan,department,SV0010,17.0,,,
2017-07-21,El_Salvador-La_Libertad,department,SV0010,21.0,,,
2017-07-28,El_Salvador,country,SV0010,271.0,,,
2017-07-28,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-07-28,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-07-28,El_Salvador-Ahuachapan,department,SV0010,2.0,,,
2017-07-28,El_Salvador-La_Paz,department,SV0010,4.0,,,
2017-07-28,El_Salvador-Sonsonate,department,SV0010,11.0,,,
2017-07-28,El_Salvador-Cabañas,department,SV0010,6.0,,,
2017-07-28,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-07-28,El_Salvador-Chalatenango,department,SV0010,19.0,,,
2017-07-28,El_Salvador-La_Libertad,department,SV0010,21.0,,,
2017-07-28,El_Salvador-San_Miguel,department,SV0010,13.0,,,
2017-07-28,El_Salvador-Usulutan,department,SV0010,13.0,,,
2017-07-28,El_Salvador-Santa_Ana,department,SV0010,22.0,,,
2017-07-28,El_Salvador-San_Vicente,department,SV0010,11.0,,,
2017-07-28,El_Salvador-La_Union,department,SV0010,5.0,,,
2017-07-28,El_Salvador-San_Salvador,department,SV0010,120.0,,,
2017-07-28,El_Salvador-Cuscatlan,department,SV0010,18.0,,,
2017-08-11,El_Salvador,country,SV0010,282.0,,,
2017-08-11,El_Salvador-Honduras,department,SV0010,1.0,,,
2017-08-11,El_Salvador-Guatemala,department,SV0010,1.0,,,
2017-08-11,El_Salvador-Ahuachapan,department,SV0010,2.0,,,
2017-08-11,El_Salvador-La_Paz,department,SV0010,5.0,,,
2017-08-11,El_Salvador-Sonsonate,department,SV0010,11.0,,,
2017-08-11,El_Salvador-Cabañas,department,SV0010,6.0,,,
2017-08-11,El_Salvador-Morazan,department,SV0010,3.0,,,
2017-08-11,El_Salvador-La_Libertad,department,SV0010,24.0,,,
2017-08-11,El_Salvador-San_Miguel,department,SV0010,14.0,,,
2017-08-11,El_Salvador-Usulutan,department,SV0010,13.0,,,
2017-08-11,El_Salvador-Santa_Ana,department,SV0010,24.0,,,
