report_date,location,location_type,data_field_code,value,ï»¿report_date
2016-06-28,Guatemala-Nor_Oriente,municipality,GT0001,1.0,
2016-06-28,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-06-28,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-06-28,Guatemala-Chimaltenango,municipality,GT0001,0.0,
2016-06-28,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-06-28,Guatemala-Solola,municipality,GT0001,0.0,
2016-06-28,Guatemala-Jalapa,municipality,GT0001,5.0,
2016-06-28,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-06-28,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-06-28,Guatemala-Peten_Sur_Oriental,municipality,GT0001,3.0,
2016-06-28,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-06-28,Guatemala-Alta_Verapaz,municipality,GT0001,0.0,
2016-06-28,Guatemala-El_Progreso,municipality,GT0001,2.0,
2016-06-28,Guatemala-Quetzaltenango,municipality,GT0001,1.0,
2016-06-28,Guatemala-Chiquimula,municipality,GT0001,22.0,
2016-06-28,Guatemala-Santa_Rosa,municipality,GT0001,21.0,
2016-06-28,Guatemala-Zacapa,municipality,GT0001,17.0,
2016-06-28,Guatemala,country,GT0001,87.0,
2016-06-28,Guatemala-Escuintla,municipality,GT0001,0.0,
2016-06-28,Guatemala-Huehuetenango,municipality,GT0001,1.0,
2016-06-28,Guatemala-Central,municipality,GT0001,5.0,
2016-07-05,Guatemala-Izabal,municipality,GT0001,0.0,
2016-07-05,Guatemala-Chiquimula,municipality,GT0001,7.0,
2016-07-05,Guatemala-Quetzaltenango,municipality,GT0001,6.0,
2016-07-05,Guatemala-El_Progreso,municipality,GT0001,0.0,
2016-07-05,Guatemala-Sur,municipality,GT0001,8.0,
2016-07-05,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-07-05,Guatemala-Baja_Verapaz,municipality,GT0001,2.0,
2016-07-05,Guatemala-Sacatepequez,municipality,GT0001,0.0,
2016-07-05,Guatemala-El_Quiche,municipality,GT0001,0.0,
2016-07-05,Guatemala-Chimaltenango,municipality,GT0001,1.0,
2016-07-05,Guatemala-Solola,municipality,GT0001,1.0,
2016-07-05,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-07-05,Guatemala-Alta_Verapaz,municipality,GT0001,0.0,
2016-07-05,Guatemala-Santa_Rosa,municipality,GT0001,3.0,
2016-07-05,Guatemala-Zacapa,municipality,GT0001,13.0,
2016-07-05,Guatemala-Jalapa,municipality,GT0001,7.0,
2016-07-05,Guatemala-Nor_Occidente,municipality,GT0001,15.0,
2016-07-05,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-07-05,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-07-05,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-07-05,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-07-05,Guatemala-Central,municipality,GT0001,13.0,
2016-07-05,Guatemala-Escuintla,municipality,GT0001,2.0,
2016-07-05,Guatemala,country,GT0001,87.0,
2016-07-05,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-07-05,Guatemala-Retalhuleu,municipality,GT0001,1.0,
2016-07-05,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-07-05,Guatemala-Peten_Sur_Oriental,municipality,GT0001,8.0,
2016-07-19,Guatemala-Zacapa,municipality,GT0001,0.0,
2016-07-19,Guatemala-Santa_Rosa,municipality,GT0001,1.0,
2016-07-19,Guatemala-Peten_Sur_Occidental,municipality,GT0001,1.0,
2016-07-19,Guatemala,country,GT0001,80.0,
2016-07-19,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-07-19,Guatemala-Solola,municipality,GT0001,0.0,
2016-07-19,Guatemala-Nor_Occidente,municipality,GT0001,11.0,
2016-07-19,Guatemala-Quetzaltenango,municipality,GT0001,3.0,
2016-07-19,Guatemala-Chiquimula,municipality,GT0001,28.0,
2016-07-19,Guatemala-Sacatepequez,municipality,GT0001,0.0,
2016-07-19,Guatemala-El_Quiche,municipality,GT0001,0.0,
2016-07-19,Guatemala-Chimaltenango,municipality,GT0001,1.0,
2016-07-19,Guatemala-Peten_Sur_Oriental,municipality,GT0001,2.0,
2016-07-19,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-07-19,Guatemala-Alta_Verapaz,municipality,GT0001,0.0,
2016-07-19,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-07-19,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-07-19,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-07-19,Guatemala-Central,municipality,GT0001,15.0,
2016-07-19,Guatemala-Izabal,municipality,GT0001,1.0,
2016-07-19,Guatemala-Escuintla,municipality,GT0001,0.0,
2016-07-19,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-07-19,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-07-19,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-07-19,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-07-19,Guatemala-Sur,municipality,GT0001,6.0,
2016-07-19,Guatemala-El_Progreso,municipality,GT0001,1.0,
2016-07-19,Guatemala-Jalapa,municipality,GT0001,10.0,
2016-07-26,Guatemala-Chiquimula,municipality,GT0001,8.0,
2016-07-26,Guatemala-El_Quiche,municipality,GT0001,9.0,
2016-07-26,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-07-26,Guatemala-Chimaltenango,municipality,GT0001,2.0,
2016-07-26,Guatemala-Huehuetenango,municipality,GT0001,6.0,
2016-07-26,Guatemala-Sacatepequez,municipality,GT0001,0.0,
2016-07-26,Guatemala-Solola,municipality,GT0001,1.0,
2016-07-26,Guatemala-Alta_Verapaz,municipality,GT0001,1.0,
2016-07-26,Guatemala-El_Progreso,municipality,GT0001,8.0,
2016-07-26,Guatemala,country,GT0001,55.0,
2016-07-26,Guatemala-Quetzaltenango,municipality,GT0001,4.0,
2016-07-26,Guatemala-Jalapa,municipality,GT0001,7.0,
2016-07-26,Guatemala-Santa_Rosa,municipality,GT0001,0.0,
2016-07-26,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-07-26,Guatemala-Retalhuleu,municipality,GT0001,1.0,
2016-07-26,Guatemala-Central,municipality,GT0001,3.0,
2016-07-26,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-07-26,Guatemala-Izabal,municipality,GT0001,0.0,
2016-07-26,Guatemala-Peten_Sur_Oriental,municipality,GT0001,2.0,
2016-07-26,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-07-26,Guatemala-Nor_Occidente,municipality,GT0001,0.0,
2016-07-26,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-07-26,Guatemala-Nor_Oriente,municipality,GT0001,1.0,
2016-07-26,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-07-26,Guatemala-Sur,municipality,GT0001,2.0,
2016-07-26,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-07-26,Guatemala-Zacapa,municipality,GT0001,0.0,
2016-07-26,Guatemala-Escuintla,municipality,GT0001,0.0,
2016-08-09,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-08-09,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-08-09,Guatemala-Sur,municipality,GT0001,2.0,
2016-08-09,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-08-09,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-08-09,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-08-09,Guatemala-Izabal,municipality,GT0001,1.0,
2016-08-09,Guatemala-Nor_Occidente,municipality,GT0001,4.0,
2016-08-09,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-08-09,Guatemala-Central,municipality,GT0001,2.0,
2016-08-09,Guatemala-Peten_Sur_Occidental,municipality,GT0001,1.0,
2016-08-09,Guatemala-Escuintla,municipality,GT0001,1.0,
2016-08-09,Guatemala-El_Quiche,municipality,GT0001,1.0,
2016-08-09,Guatemala-El_Progreso,municipality,GT0001,1.0,
2016-08-09,Guatemala-Solola,municipality,GT0001,2.0,
2016-08-09,Guatemala-Chimaltenango,municipality,GT0001,0.0,
2016-08-09,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-08-09,Guatemala-Sacatepequez,municipality,GT0001,0.0,
2016-08-09,Guatemala-Alta_Verapaz,municipality,GT0001,0.0,
2016-08-09,Guatemala-Quetzaltenango,municipality,GT0001,7.0,
2016-08-09,Guatemala-Jalapa,municipality,GT0001,6.0,
2016-08-09,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-08-09,Guatemala-Chiquimula,municipality,GT0001,18.0,
2016-08-09,Guatemala-Santa_Rosa,municipality,GT0001,0.0,
2016-08-09,Guatemala-Zacapa,municipality,GT0001,0.0,
2016-08-09,Guatemala,country,GT0001,46.0,
2016-08-09,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-08-09,Guatemala-Peten_Sur_Oriental,municipality,GT0001,0.0,
2016-08-16,Guatemala-El_Quiche,municipality,GT0001,1.0,
2016-08-16,Guatemala-Zacapa,municipality,GT0001,0.0,
2016-08-16,Guatemala-Alta_Verapaz,municipality,GT0001,3.0,
2016-08-16,Guatemala-Sacatepequez,municipality,GT0001,0.0,
2016-08-16,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-08-16,Guatemala-Chimaltenango,municipality,GT0001,0.0,
2016-08-16,Guatemala-Solola,municipality,GT0001,0.0,
2016-08-16,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-08-16,Guatemala,country,GT0001,26.0,
2016-08-16,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-08-16,Guatemala-Sur,municipality,GT0001,1.0,
2016-08-16,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-08-16,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-08-16,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-08-16,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-08-16,Guatemala-Izabal,municipality,GT0001,3.0,
2016-08-16,Guatemala-Escuintla,municipality,GT0001,6.0,
2016-08-16,Guatemala-Santa_Rosa,municipality,GT0001,0.0,
2016-08-16,Guatemala-Chiquimula,municipality,GT0001,0.0,
2016-08-16,Guatemala-El_Progreso,municipality,GT0001,0.0,
2016-08-16,Guatemala-Quetzaltenango,municipality,GT0001,0.0,
2016-08-16,Guatemala-Jalapa,municipality,GT0001,2.0,
2016-08-16,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-08-16,Guatemala-Central,municipality,GT0001,7.0,
2016-08-16,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-08-16,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-08-16,Guatemala-Nor_Occidente,municipality,GT0001,3.0,
2016-08-16,Guatemala-Peten_Sur_Oriental,municipality,GT0001,0.0,
2016-08-23,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-08-23,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-08-23,Guatemala-Nor_Oriente,municipality,GT0001,3.0,
2016-08-23,Guatemala-Sur,municipality,GT0001,0.0,
2016-08-23,Guatemala-Peten_Sur_Occidental,municipality,GT0001,1.0,
2016-08-23,Guatemala-Alta_Verapaz,municipality,GT0001,13.0,
2016-08-23,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-08-23,Guatemala-Solola,municipality,GT0001,0.0,
2016-08-23,Guatemala-Chimaltenango,municipality,GT0001,1.0,
2016-08-23,Guatemala-Sacatepequez,municipality,GT0001,2.0,
2016-08-23,Guatemala-El_Quiche,municipality,GT0001,2.0,
2016-08-23,Guatemala-Escuintla,municipality,GT0001,1.0,
2016-08-23,Guatemala-Ixcan,municipality,GT0001,6.0,
2016-08-23,Guatemala-Nor_Occidente,municipality,GT0001,22.0,
2016-08-23,Guatemala-Izabal,municipality,GT0001,0.0,
2016-08-23,Guatemala,country,GT0001,71.0,
2016-08-23,Guatemala-Zacapa,municipality,GT0001,0.0,
2016-08-23,Guatemala-Santa_Rosa,municipality,GT0001,0.0,
2016-08-23,Guatemala-Chiquimula,municipality,GT0001,0.0,
2016-08-23,Guatemala-El_Progreso,municipality,GT0001,0.0,
2016-08-23,Guatemala-Huehuetenango,municipality,GT0001,10.0,
2016-08-23,Guatemala-Quetzaltenango,municipality,GT0001,8.0,
2016-08-23,Guatemala-Peten_Sur_Oriental,municipality,GT0001,0.0,
2016-08-23,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-08-23,Guatemala-Central,municipality,GT0001,0.0,
2016-08-23,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-08-23,Guatemala-Jalapa,municipality,GT0001,0.0,
2016-08-23,Guatemala-Jutiapa,municipality,GT0001,2.0,
2016-08-30,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-08-30,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-08-30,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-08-30,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-08-30,Guatemala-Sacatepequez,municipality,GT0001,1.0,
2016-08-30,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-08-30,Guatemala-Sur,municipality,GT0001,1.0,
2016-08-30,Guatemala-Chimaltenango,municipality,GT0001,1.0,
2016-08-30,Guatemala-Solola,municipality,GT0001,0.0,
2016-08-30,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-08-30,Guatemala-Alta_Verapaz,municipality,GT0001,1.0,
2016-08-30,Guatemala-El_Quiche,municipality,GT0001,4.0,
2016-08-30,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-08-30,Guatemala-Nor_Occidente,municipality,GT0001,6.0,
2016-08-30,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-08-30,Guatemala-Izabal,municipality,GT0001,5.0,
2016-08-30,Guatemala-Jutiapa,municipality,GT0001,1.0,
2016-08-30,Guatemala-Central,municipality,GT0001,14.0,
2016-08-30,Guatemala-Quetzaltenango,municipality,GT0001,1.0,
2016-08-30,Guatemala-Peten_Sur_Oriental,municipality,GT0001,1.0,
2016-08-30,Guatemala-El_Progreso,municipality,GT0001,0.0,
2016-08-30,Guatemala-Jalapa,municipality,GT0001,6.0,
2016-08-30,Guatemala-Chiquimula,municipality,GT0001,12.0,
2016-08-30,Guatemala-Zacapa,municipality,GT0001,2.0,
2016-08-30,Guatemala-Santa_Rosa,municipality,GT0001,5.0,
2016-08-30,Guatemala,country,GT0001,62.0,
2016-08-30,Guatemala-Escuintla,municipality,GT0001,1.0,
2016-08-30,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-09-06,Guatemala-Sur,municipality,GT0001,1.0,
2016-09-06,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-09-06,Guatemala,country,GT0001,62.0,
2016-09-06,Guatemala-Santa_Rosa,municipality,GT0001,5.0,
2016-09-06,Guatemala-Chiquimula,municipality,GT0001,12.0,
2016-09-06,Guatemala-Jalapa,municipality,GT0001,6.0,
2016-09-06,Guatemala-El_Progreso,municipality,GT0001,0.0,
2016-09-06,Guatemala-Peten_Sur_Oriental,municipality,GT0001,1.0,
2016-09-06,Guatemala-Quetzaltenango,municipality,GT0001,1.0,
2016-09-06,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-09-06,Guatemala-Central,municipality,GT0001,14.0,
2016-09-06,Guatemala-Jutiapa,municipality,GT0001,1.0,
2016-09-06,Guatemala-Izabal,municipality,GT0001,5.0,
2016-09-06,Guatemala-Nor_Occidente,municipality,GT0001,6.0,
2016-09-06,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-09-06,Guatemala-Zacapa,municipality,GT0001,2.0,
2016-09-06,Guatemala-Alta_Verapaz,municipality,GT0001,1.0,
2016-09-06,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-09-06,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-09-06,Guatemala-El_Quiche,municipality,GT0001,4.0,
2016-09-06,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-09-06,Guatemala-Sacatepequez,municipality,GT0001,1.0,
2016-09-06,Guatemala-Chimaltenango,municipality,GT0001,1.0,
2016-09-06,Guatemala-Solola,municipality,GT0001,0.0,
2016-09-06,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-09-06,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-09-06,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-09-06,Guatemala-Escuintla,municipality,GT0001,1.0,
2016-09-13,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-09-13,Guatemala-Sur,municipality,GT0001,1.0,
2016-09-13,Guatemala-Escuintla,municipality,GT0001,4.0,
2016-09-13,Guatemala-Retalhuleu,municipality,GT0001,1.0,
2016-09-13,Guatemala-Santa_Rosa,municipality,GT0001,3.0,
2016-09-13,Guatemala-Nor_Oriente,municipality,GT0001,2.0,
2016-09-13,Guatemala-El_Quiche,municipality,GT0001,4.0,
2016-09-13,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-09-13,Guatemala-Sacatepequez,municipality,GT0001,2.0,
2016-09-13,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-09-13,Guatemala-Chimaltenango,municipality,GT0001,0.0,
2016-09-13,Guatemala-Solola,municipality,GT0001,0.0,
2016-09-13,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-09-13,Guatemala-Peten_Norte,municipality,GT0001,4.0,
2016-09-13,Guatemala-Zacapa,municipality,GT0001,3.0,
2016-09-13,Guatemala-Peten_Sur_Occidental,municipality,GT0001,1.0,
2016-09-13,Guatemala-Alta_Verapaz,municipality,GT0001,4.0,
2016-09-13,Guatemala-Chiquimula,municipality,GT0001,11.0,
2016-09-13,Guatemala-Jalapa,municipality,GT0001,2.0,
2016-09-13,Guatemala,country,GT0001,74.0,
2016-09-13,Guatemala-Peten_Sur_Oriental,municipality,GT0001,0.0,
2016-09-13,Guatemala-Quetzaltenango,municipality,GT0001,0.0,
2016-09-13,Guatemala-Central,municipality,GT0001,31.0,
2016-09-13,Guatemala-El_Progreso,municipality,GT0001,0.0,
2016-09-13,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-09-13,Guatemala-Izabal,municipality,GT0001,0.0,
2016-09-13,Guatemala-Nor_Occidente,municipality,GT0001,1.0,
2016-09-13,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-09-27,Guatemala-Izabal,municipality,GT0001,1.0,
2016-09-27,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-09-27,Guatemala-Suchitepequez,municipality,GT0001,0.0,
2016-09-27,Guatemala-Central,municipality,GT0001,12.0,
2016-09-27,Guatemala-Quetzaltenango,municipality,GT0001,1.0,
2016-09-27,Guatemala-Peten_Sur_Oriental,municipality,GT0001,1.0,
2016-09-27,Guatemala-Jalapa,municipality,GT0001,0.0,
2016-09-27,Guatemala-Santa_Rosa,municipality,GT0001,1.0,
2016-09-27,Guatemala-Zacapa,municipality,GT0001,0.0,
2016-09-27,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-09-27,Guatemala-Chiquimula,municipality,GT0001,2.0,
2016-09-27,Guatemala-El_Progreso,municipality,GT0001,0.0,
2016-09-27,Guatemala-Nor_Occidente,municipality,GT0001,0.0,
2016-09-27,Guatemala-Solola,municipality,GT0001,0.0,
2016-09-27,Guatemala-Ixcan,municipality,GT0001,0.0,
2016-09-27,Guatemala-Sur,municipality,GT0001,0.0,
2016-09-27,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-09-27,Guatemala-Peten_Norte,municipality,GT0001,0.0,
2016-09-27,Guatemala,country,GT0001,26.0,
2016-09-27,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-09-27,Guatemala-San_Marcos,municipality,GT0001,0.0,
2016-09-27,Guatemala-Sacatepequez,municipality,GT0001,0.0,
2016-09-27,Guatemala-Baja_Verapaz,municipality,GT0001,0.0,
2016-09-27,Guatemala-Chimaltenango,municipality,GT0001,0.0,
2016-09-27,Guatemala-Huehuetenango,municipality,GT0001,0.0,
2016-09-27,Guatemala-Alta_Verapaz,municipality,GT0001,1.0,
2016-09-27,Guatemala-Escuintla,municipality,GT0001,2.0,
2016-09-27,Guatemala-El_Quiche,municipality,GT0001,5.0,
2016-10-04,Guatemala-Alta_Verapaz,municipality,GT0001,2.0,
2016-10-04,Guatemala-Chimaltenango,municipality,GT0001,1.0,
2016-10-04,Guatemala-Escuintla,municipality,GT0001,0.0,
2016-10-04,Guatemala-Zacapa,municipality,GT0001,1.0,
2016-10-04,Guatemala-Chiquimula,municipality,GT0001,4.0,
2016-10-04,Guatemala-Jalapa,municipality,GT0001,3.0,
2016-10-04,Guatemala-El_Progreso,municipality,GT0001,1.0,
2016-10-04,Guatemala-Peten_Sur_Oriental,municipality,GT0001,0.0,
2016-10-04,Guatemala-Quetzaltenango,municipality,GT0001,2.0,
2016-10-04,Guatemala-Central,municipality,GT0001,8.0,
2016-10-04,Guatemala-Jutiapa,municipality,GT0001,0.0,
2016-10-04,Guatemala-Izabal,municipality,GT0001,2.0,
2016-10-04,Guatemala-Retalhuleu,municipality,GT0001,0.0,
2016-10-04,Guatemala-Santa_Rosa,municipality,GT0001,2.0,
2016-10-04,Guatemala-Nor_Occidente,municipality,GT0001,0.0,
2016-10-04,Guatemala-Sur,municipality,GT0001,4.0,
2016-10-04,Guatemala-Peten_Norte,municipality,GT0001,3.0,
2016-10-04,Guatemala-El_Quiche,municipality,GT0001,9.0,
2016-10-04,Guatemala-Peten_Sur_Occidental,municipality,GT0001,0.0,
2016-10-04,Guatemala-Nor_Oriente,municipality,GT0001,0.0,
2016-10-04,Guatemala-San_Marcos,municipality,GT0001,0.0,
